LineUID,FromDeliverableID,FromPackageID,LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes,SourceSnapshot
DEL-03-04::L-0304-09,DEL-03-04,PKG-003,L-0304-09,31.43,PKG-003,DEL-03-04,Power duct bank 2-way concrete-encased - branch to Cold Storage (40 m),40,lm,240,9600,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-07; ASM-002,MED,Electrical service confirmed required for Cold Storage per Datasheet,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-10,DEL-03-04,PKG-003,L-0304-10,31.44,PKG-003,DEL-03-04,Telecom conduit 100mm PVC direct-buried - to Main PSB (120 m),120,lm,100,12000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-08; ASM-001; ASM-006,MED,Cold Storage telecom not required (ASM-006),EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-11,DEL-03-04,PKG-003,L-0304-11,31.45,PKG-003,DEL-03-04,Common trench shared utilities 2.0m deep (100 m),100,lm,100,10000,CAD,RATE_TABLE,Underground_Utility_Rates.csv UU-09; ASM-003,MED,Where water/sewer/gas share alignment; per lm of trench,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-12,DEL-03-04,PKG-003,L-0304-12,31.49,PKG-003,DEL-03-04,Municipal utility tie-in allowance - all utilities (DEC-004),1,LS,35000,35000,CAD,ALLOWANCE,Underground_Utility_Rates.csv UU-12; DEC-004,LOW,PENDING OWNER CONFIRMATION; combined water+sewer+gas+power+telecom tie-in execution at municipal stubs,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-13,DEL-03-04,PKG-003,L-0304-13,31.50,PKG-003,DEL-03-04,Water utility connection fee,1,LS,10000,10000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-11,LOW,Town of Penhold fee schedule TBD; recommended value used,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-14,DEL-03-04,PKG-003,L-0304-14,31.50,PKG-003,DEL-03-04,Sewer utility connection fee,1,LS,10000,10000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-12,LOW,Town of Penhold fee schedule TBD; recommended value used,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-15,DEL-03-04,PKG-003,L-0304-15,31.50,PKG-003,DEL-03-04,Power service connection fee,1,LS,12000,12000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-13,LOW,ATCO Electric or FortisAlberta; depends on service size,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-16,DEL-03-04,PKG-003,L-0304-16,31.50,PKG-003,DEL-03-04,Gas service connection fee,1,LS,5000,5000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-14,LOW,ATCO Gas; depends on service size and distance,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-17,DEL-03-04,PKG-003,L-0304-17,31.50,PKG-003,DEL-03-04,Telecom service connection fee,1,LS,2000,2000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-15,LOW,Telus or local provider,EST_DEL-03-04_2026-02-18_2100
DEL-03-04::L-0304-18,DEL-03-04,PKG-003,L-0304-18,31.00,PKG-003,DEL-03-04,Civil engineering design fees - utility routing (2.5% of distribution construction cost),1,LS,3730,3730,CAD,RATE_TABLE,Professional_Design_Fees.csv DF-02; fee base = $149200 distribution subtotal,MED,2.5% recommended rate on distribution line items L-0304-01 through L-0304-11,EST_DEL-03-04_2026-02-18_2100
DEL-03-05::L-01,DEL-03-05,PKG-003,L-01,PROF_SERVICES,PKG-003,DEL-03-05,Environmental consultant fees -- flood hazard assessment + wetland assessment update + AEPA interface + regulatory coordination,1,LS,22000,22000,CAD,RATE_TABLE,Fees_Permits_Insurance.csv FP-17 (RecommendedRate=$22000; range $15000-$30000),MED,Professional assessment; regulatory coordination; AEPA interface. Per FP-17 and DF-07.,EST_DEL-03-05_2026-02-18_2000
DEL-03-05::L-02,DEL-03-05,PKG-003,L-02,REGULATORY_FEES,PKG-003,DEL-03-05,AEPA Water Act application fee -- regulatory application for construction near waterway/wetland,1,LS,5000,5000,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-16 (RecommendedRate=$5000; range $3000-$8000),LOW,If required for construction near waterway/wetland. AEPA approval PENDING (DEP-3505-E06). Priced as ALLOWANCE per FALLBACK_POLICY because fee schedule uncertain.,EST_DEL-03-05_2026-02-18_2000
DEL-03-05::L-03,DEL-03-05,PKG-003,L-03,REGULATORY_FEES,PKG-003,DEL-03-05,ABWRET-A wetland replacement fee -- in-lieu fee payable to Government of Alberta upon Water Act approval,1,LS,10770,10770,CAD,RATE_TABLE,Datasheet.md > Wetland/Waterbody Characteristics > ABWRET-A Wetland Replacement Fee ($10769.54 per Wetland Assessment Executive Summary Ghostpine Aug 2021),HIGH,Exact fee calculated in Wetland Assessment: $10769.54. Rounded to $10770 per ROUNDING=DOLLAR. Not payable until Water Act approval issued.,EST_DEL-03-05_2026-02-18_2000
DEL-03-05::L-04,DEL-03-05,PKG-003,L-04,PROF_SERVICES,PKG-003,DEL-03-05,Erosion and sediment control plan preparation -- engineering design + monitoring plan per Alberta ESC guidelines,1,LS,4500,4500,CAD,RATE_TABLE,Fees_Permits_Insurance.csv FP-18 (RecommendedRate=$4500; range $3000-$6000),MED,Engineering design + monitoring plan. Per Alberta ESC guidelines.,EST_DEL-03-05_2026-02-18_2000
DEL-03-05::L-05,DEL-03-05,PKG-003,L-05,REGULATORY_FEES,PKG-003,DEL-03-05,Development permit fee -- flood fringe approval component (Town of Penhold),1,LS,1200,1200,CAD,ALLOWANCE,Fees_Permits_Insurance.csv FP-07 (RecommendedRate=$1200; range $500-$2000),LOW,Application fee for development permit with flood fringe conditions. Penhold fee schedule TBD. Priced as ALLOWANCE per FALLBACK_POLICY.,EST_DEL-03-05_2026-02-18_2000
DEL-04-01::L-0401-01,DEL-04-01,PKG-004,L-0401-01,04.01.SHELL,PKG-004,DEL-04-01,Pre-engineered metal building shell (60x100 ft clear-span; unheated) — includes framing; roof; wall cladding; gutters/downspouts; anchor bolts; erection. Does NOT include foundation; floor; doors; electrical; ventilation.,1,LS,192000,192000,CAD,PARAMETRIC,Parametric_Building_Rates.csv PB-01 RecommendedRate=$32/sf x 6000 sf (PP-07); DEC-001 confirms 60x100=6000 sf,MED,PB-01 shell-only parametric rate ($28-35/sf range; $32 recommended). Cost ownership: shell only per brief. Qty=1 LS per parametric convention.,EST_DEL-04-01_2026-02-18_1200
DEL-04-01::L-0401-02,DEL-04-01,PKG-004,L-0401-02,04.01.DESIGN,PKG-004,DEL-04-01,Design and engineering services — cold storage building design basis and configuration (architectural/structural design for shell),1,LS,10000,10000,CAD,ALLOWANCE,Assumptions_Log.md ASM-003; no explicit design fee source in PRICE_SOURCES,LOW,Allowance for DB design/engineering effort attributable to cold storage shell configuration. FALLBACK_POLICY=ALLOW_ALLOWANCE. Estimated as ~5% of shell construction cost. Qty=1 LS per allowance convention.,EST_DEL-04-01_2026-02-18_1200
DEL-04-02::L-0402-01,DEL-04-02,PKG-004,L-0402-01,08-Doors,PKG-004,DEL-04-02,Overhead door 16x16 ft motorized insulated standard grade with windows (cold storage),2,each,13500,27000,CAD,RATE_TABLE,Equipment_Pricing.csv row EQ-02 (RecommendedPrice=$13500; Qty_Assumed=2),MED,EQ-02 explicitly for cold storage; standard grade per SOW-0302,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-02,DEL-04-02,PKG-004,L-0402-02,08-Doors,PKG-004,DEL-04-02,Person door - hollow metal door and frame single commercial,2,each,1800,3600,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-11 (RecommendedRate=$1800),MED,Standard commercial hollow metal per REQ-4202-06; code-compliant egress size,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-03,DEL-04-02,PKG-004,L-0402-03,08-Doors,PKG-004,DEL-04-02,Door hardware set - commercial per opening (person doors),2,each,600,1200,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-13 (RecommendedRate=$600),MED,Lever handle + closer + hinges + weatherstrip + keyed deadbolt per REQ-4202-07,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-04,DEL-04-02,PKG-004,L-0402-04,08-Doors,PKG-004,DEL-04-02,Door hardware set - overhead door hardware allowance (weatherstrip + guides + misc),2,each,600,1200,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-13 (RecommendedRate=$600); Assumptions_Log.md ASM-03,MED,Overhead door hardware beyond what is included in EQ-02 unit price; assumed equivalent to one commercial hardware set per opening for guides + seals + misc,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-05,DEL-04-02,PKG-004,L-0402-05,03-Concrete,PKG-004,DEL-04-02,Concrete apron at overhead door (200mm reinforced heavy-duty slab-on-grade),2,each,5400,10800,CAD,RATE_TABLE,Structural_Concrete_Rates.csv row SC-04 (RecommendedRate=$108/m2); Assumptions_Log.md ASM-04,MED,2 aprons at 50 m2 each (approx 7.5m wide x 6.7m deep per ASM-04); $108/m2 x 50 m2 = $5400 each,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-06,DEL-04-02,PKG-004,L-0402-06,07-Thermal,PKG-004,DEL-04-02,Perimeter sealant and weatherstripping at overhead door openings,2,each,512,1024,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-14 (RecommendedRate=$16/lm); Assumptions_Log.md ASM-05,MED,Perimeter = 2*(4.88m+4.88m) = 19.5m per opening; 19.5 lm x $16/lm = $312 sealant + $200 weatherstrip allowance per ASM-06 = $512 each,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-07,DEL-04-02,PKG-004,L-0402-07,07-Thermal,PKG-004,DEL-04-02,Perimeter sealant and weatherstripping at person door openings,2,each,131,262,CAD,RATE_TABLE,Building_Envelope_Rates.csv row BE-14 (RecommendedRate=$16/lm); Assumptions_Log.md ASM-05,MED,Perimeter = 2*(0.81m+2.03m) = 5.7m per opening; 5.7 lm x $16/lm = $91 sealant + $40 weatherstrip allowance per ASM-06 = $131 each,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-08,DEL-04-02,PKG-004,L-0402-08,08-Doors,PKG-004,DEL-04-02,Installation labour - overhead doors (carpenter),32,hr,72,2304,CAD,RATE_TABLE,Construction_Labour_Rates.csv row T-02 (FullyBurdenedRate=$72/hr); Assumptions_Log.md ASM-07,MED,16 hrs per door x 2 doors = 32 hrs; includes unloading + assembly + hanging + opener installation + adjustment,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-09,DEL-04-02,PKG-004,L-0402-09,08-Doors,PKG-004,DEL-04-02,Installation labour - person doors (carpenter),8,hr,72,576,CAD,RATE_TABLE,Construction_Labour_Rates.csv row T-02 (FullyBurdenedRate=$72/hr); Assumptions_Log.md ASM-08,MED,4 hrs per door x 2 doors = 8 hrs; includes frame set + door hang + hardware install,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-10,DEL-04-02,PKG-004,L-0402-10,03-Concrete,PKG-004,DEL-04-02,Installation labour - concrete aprons (concrete finisher + labourer),48,hr,62,2976,CAD,RATE_TABLE,Construction_Labour_Rates.csv rows T-04 ($68/hr) and T-01 ($55/hr) blended; Assumptions_Log.md ASM-09,MED,24 hrs per apron x 2 aprons = 48 hrs; blended rate ($68+$55)/2=$62; includes forming + placement + finishing + curing,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-11,DEL-04-02,PKG-004,L-0402-11,08-Doors,PKG-004,DEL-04-02,Emergency exit lights above person doors (battery backup),2,each,350,700,CAD,RATE_TABLE,Assumptions_Log.md ASM-10; location TBD,LOW,Per REQ-4202-11; unit rate based on typical commercial LED exit light with battery; no direct rate table entry -- see QA warning,EST_DEL-04-02_2026-02-18_1100
DEL-04-02::L-0402-12,DEL-04-02,PKG-004,L-0402-12,08-Doors,PKG-004,DEL-04-02,Weatherproof light switches at person doors,2,each,85,170,CAD,RATE_TABLE,Assumptions_Log.md ASM-11; location TBD,LOW,Per REQ-4202-12; unit rate based on typical weatherproof switch assembly; no direct rate table entry -- see QA warning,EST_DEL-04-02_2026-02-18_1100
DEL-04-03::L-001,DEL-04-03,PKG-004,L-001,05-Metals,PKG-004,DEL-04-03,Screw piles - galvanized helical piles installed (2.75-3.5 in shaft; helix below 2.0 m frost depth; 6-8 m typical),20,each,3000,60000,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-14 (RecommendedRate=$3000/each),MED,Pile count assumes 60x100 ft PEMB perimeter columns at ~10-12 ft spacing; see ASM-001 and ASM-002,EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-002,DEL-04-03,PKG-004,L-002,03-Concrete,PKG-004,DEL-04-03,Concrete grade beams connecting pile caps (strip footing rate as proxy for formed concrete beams),80,lm,220,17600,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-13 (RecommendedRate=$220/lm),MED,Perimeter grade beam ~320 lf (97.5 m) = 2x100ft + 2x60ft; assumed ~80 lm net for pile-to-pile beams; see ASM-006,EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-003,DEL-04-03,PKG-004,L-003,03-Concrete,PKG-004,DEL-04-03,Concrete slab-on-grade 150mm with W/W mesh - cold storage floor (60x100 ft = 557.4 m2),557,m2,85,47345,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-03 (RecommendedRate=$85/m2),MED,Full concrete floor per DEC-002; includes sub-base prep; sulphate-resistant mix per REQ-07 (Type HS cement 32 MPa),EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-004,DEL-04-03,PKG-004,L-004,03-Concrete,PKG-004,DEL-04-03,Concrete aprons at overhead doors (2 doors x 16x16 ft = 2 x 23.8 m2 = 47.6 m2; 200mm reinforced for vehicle loads),48,m2,108,5184,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-04 (RecommendedRate=$108/m2),MED,Heavy-duty 200mm slab for service vehicle loads per REQ-06 (OSR 10.3.10); 2 OH doors at 16x16 ft each,EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-005,DEL-04-03,PKG-004,L-005,03-Concrete,PKG-004,DEL-04-03,Concrete aprons at person doors (2 doors x approx 1.5m x 2.0m = 6.0 m2; 150mm with mesh),6,m2,85,510,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-03 (RecommendedRate=$85/m2),MED,Smaller aprons at 2 person doors per REQ-06; standard 150mm slab adequate for pedestrian traffic,EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-006,DEL-04-03,PKG-004,L-006,31-Earthwork,PKG-004,DEL-04-03,Subgrade preparation - strip topsoil and compact per Geotech Report section 7.1 (557.4 m2 building footprint),557,m2,12,6684,CAD,RATE_TABLE,Assumed_Project_Parameters.csv PP-07 (6000 sf footprint) + Parametric_Building_Rates.csv PB-06 ($16/sf site dev rate prorated),MED,Includes stripping topsoil; scarifying; compacting to 98% SPDD; proof rolling; rate derived as fraction of PB-06 site rate; see ASM-007,EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-007,DEL-04-03,PKG-004,L-007,02-Sitework,PKG-004,DEL-04-03,Granular base - 150mm radon rock below slab (557.4 m2 x 150mm depth),557,m2,15,8355,CAD,RATE_TABLE,Decision_Log.md DEC-EST-007 (derived from subgrade prep component of SC-03 rate),MED,20 mm screened/washed rock per Geotech section 7.1 item 6; rate estimated from granular material supply + placement; see ASM-008,EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-008,DEL-04-03,PKG-004,L-008,02-Sitework,PKG-004,DEL-04-03,Vapour barrier - polyethylene sheeting per CAN/CGSB-51.34-M below slab (557.4 m2),557,m2,5,2785,CAD,RATE_TABLE,Decision_Log.md DEC-EST-008 (derived rate for poly sheeting supply + install),MED,6 mil minimum thickness assumed per REQ-08 [E-002]; includes laps and sealing,EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-009,DEL-04-03,PKG-004,L-009,03-Concrete,PKG-004,DEL-04-03,Reinforcing steel for grade beams and slab edges (estimated 1500 kg for perimeter + slab mesh supplement),1500,kg,3.25,4875,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-07 (RecommendedRate=$3.25/kg),MED,Includes rebar for grade beams and supplemental reinforcing at slab edges/joints; W/W mesh included in SC-03 rate,EST_DEL-04-03_2026-02-18_1400
DEL-04-03::L-010,DEL-04-03,PKG-004,L-010,05-Metals,PKG-004,DEL-04-03,Anchor bolts - screw pile to grade beam connections (20 piles x 4 bolts = 80 bolts),80,each,45,3600,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-15 (RecommendedRate=$45/each),MED,Standard anchor bolts set in concrete grade beams at pile cap locations; 4 per pile assumed,EST_DEL-04-03_2026-02-18_1400
DEL-04-04::L-0404-01,DEL-04-04,PKG-004,L-0404-01,26-ELEC,PKG-004,DEL-04-04,Cold storage basic electrical -- panel; receptacles; lighting; door opener feeds (ES-12 rate applied to 6000 sf),6000,sf,6,36000,CAD,RATE_TABLE,Electrical_System_Rates.csv / ES-12; Assumed_Project_Parameters.csv / PP-07,MED,ES-12 recommended rate $6/sf; area PP-07 = 6000 sf confirmed. Includes service entry at building wall to panel and in-building distribution. ES-05 lighting-only rate NOT layered to avoid double-count.,EST_DEL-04-04_2026-02-18_1500
DEL-04-04::L-0404-02,DEL-04-04,PKG-004,L-0404-02,23-VENT,PKG-004,DEL-04-04,Cold storage ventilation -- condensation/icing prevention; ridge vents or gable fans; minimal mechanical (MS-13 rate applied to 6000 sf),6000,sf,3,18000,CAD,RATE_TABLE,Mechanical_System_Rates.csv / MS-13; Assumed_Project_Parameters.csv / PP-07,MED,MS-13 recommended rate $3/sf; area PP-07 = 6000 sf confirmed. Passive/low-energy systems for condensation prevention in unheated PEMB.,EST_DEL-04-04_2026-02-18_1500
DEL-05-01::L-05-01-001,DEL-05-01,PKG-005,L-05-01-001,CBS-0500-EQUIP,PKG-005,DEL-05-01,Built-in wash bay complete system (equipment + containment + drainage + water treatment/recycling + HVAC modification for heated wash area; installed in PW bay area),1,LS,95000,95000,CAD,ALLOWANCE,Optional_Items_Pricing.csv row OPT-01 (RecommendedPrice); FALLBACK per DEC-EST-001,LOW,REQUIRES VENDOR QUOTE REPLACEMENT. Range: $75000-$120000. Includes equipment + containment + drainage + water treatment/recycling + HVAC modification. Excludes base bay sump (DEL-02-05) and base mechanical rough-in (DEL-02-05). Excludes structural modifications (DEL-02-04).,EST_DEL-05-01_2026-02-18_1500
DEL-05-01::L-05-01-002,DEL-05-01,PKG-005,L-05-01-002,CBS-0500-PLMB,PKG-005,DEL-05-01,Wash bay plumbing/drainage modifications (hot/cold water supply; floor drain; containment curb; connection to separator),1,LS,16000,16000,CAD,ALLOWANCE,Optional_Items_Pricing.csv row OPT-02 (RecommendedPrice); FALLBACK per DEC-EST-001,LOW,REQUIRES VENDOR QUOTE REPLACEMENT. Range: $12000-$20000. Dedicated wash bay plumbing beyond base building rough-in. Excludes base building bay sumps (DEL-02-05). Excludes base building mechanical rough-in to wash bay location (DEL-02-05).,EST_DEL-05-01_2026-02-18_1500
DEL-05-01::L-05-01-003,DEL-05-01,PKG-005,L-05-01-003,CBS-0500-ENVR,PKG-005,DEL-05-01,Wash bay environmental compliance -- effluent treatment (oil/water separator; possible connection to municipal sewer; AEPA requirements TBD),1,LS,12000,12000,CAD,ALLOWANCE,Optional_Items_Pricing.csv row OPT-03 (RecommendedPrice); FALLBACK per DEC-EST-001,LOW,REQUIRES VENDOR QUOTE REPLACEMENT. Range: $8000-$18000. AEP/Town regulatory requirements unresolved (DEP-05-01-E04). Cost highly sensitive to regulatory outcome. Excludes base building bay sumps (DEL-02-05).,EST_DEL-05-01_2026-02-18_1500
DEL-05-02::L-0502-01,DEL-05-02,PKG-005,L-0502-01,26-ELEC,PKG-005,DEL-05-02,Yard light - pole + LED fixture + concrete base + wiring (per unit installed); 25-30 ft pole; IES dark-sky compliant LED,12,each,7500,90000,CAD,RATE_TABLE,Optional_Items_Pricing.csv row OPT-04,MED,UNIT RATE ITEM: $7500/light is the per-unit rate. Qty 12 is ASSUMED per PP-20 (LOW confidence); actual quantity elected by Owner. Total scales linearly with quantity.,EST_DEL-05-02_2026-02-18_1600
DEL-05-02::L-0502-02,DEL-05-02,PKG-005,L-0502-02,26-COND,PKG-005,DEL-05-02,Yard lighting conduit run - underground conduit + wiring from building electrical room to first pole (one-time fixed cost; does not scale per light),100,lm,80,8000,CAD,RATE_TABLE,Optional_Items_Pricing.csv row OPT-05,MED,FIXED COST per installation (not per light). Length 100 lm is ASSUMED based on brief (fence line ~100 m from nearest structure). Actual length TBD pending site plan from DEL-03-01.,EST_DEL-05-02_2026-02-18_1600
DEL-05-03::L-05-03-001,DEL-05-03,PKG-005,L-05-03-001,26 05 00,PKG-005,DEL-05-03,Access control system - 10-zone base (readers; controllers; head-end software; door contacts; REX; wiring; programming; commissioning),1,LS,45000,45000,CAD,PARAMETRIC,Optional_Items_Pricing.csv > OPT-06,LOW,Parametric pricing for 10-zone system installed. No vendor quote exists -- REQUIRES VENDOR QUOTE REPLACEMENT. Zone count assumed per PP-28. Excludes IT network infrastructure (DEL-02-06) and door hardware (DEL-02-01) and electrical power circuits (DEL-02-06).,EST_DEL-05-03_2026-02-18_1700
DEL-05-04::L-0504-01,DEL-05-04,PKG-005,L-0504-01,26-SECURITY,PKG-005,DEL-05-04,Security camera system - 16 IP cameras (interior + exterior) with NVR + storage + network switches + cabling + mounting + programming + commissioning,1,LS,50000,50000,CAD,PARAMETRIC,Optional_Items_Pricing.csv > OPT-08 (RecommendedPrice=$50000; range $40000-$60000),LOW,No vendor quote; parametric placeholder from OPT-08. Includes all equipment + wiring + installation per cost ownership rules. Camera count (16) is assumed per PP-29. REQUIRES VENDOR QUOTE REPLACEMENT.,EST_DEL-05-04_2026-02-18_1800
DEL-05-04::L-0504-02,DEL-05-04,PKG-005,L-0504-02,26-SECURITY-MONITORING,PKG-005,DEL-05-04,Security monitoring service - annual remote monitoring + alarm response coordination,1,LS,5400,5400,CAD,PARAMETRIC,Optional_Items_Pricing.csv > OPT-09 (RecommendedPrice=$5400; range $3600-$7200),LOW,No vendor quote; parametric placeholder from OPT-09. Annual subscription cost; separated from installation cost per RFP OSR 12.4. REQUIRES VENDOR QUOTE REPLACEMENT.,EST_DEL-05-04_2026-02-18_1800
DEL-05-05::L-05-05-01,DEL-05-05,PKG-005,L-05-05-01,09-SIGNAGE-FAB,PKG-005,DEL-05-05,Town branding signage -- fabricated non-illuminated (primary scenario; per sign),1,LS,12000,12000,CAD,ALLOWANCE,Optional_Items_Pricing.csv > OPT-10 (RecommendedPrice),LOW,Allowance fallback from QUOTE basis; branding guidelines PENDING; assumes 1 sign unit; aluminum + vinyl or dimensional letters; structural mount included in unit rate; quantity TBD pending branding guidelines,EST_DEL-05-05_2026-02-18_1800
DEL-05-05::L-05-05-02,DEL-05-05,PKG-005,L-05-05-02,09-SIGNAGE-FAB,PKG-005,DEL-05-05,Town branding signage -- fabricated illuminated (alternate scenario; per sign),1,LS,22000,22000,CAD,ALLOWANCE,Optional_Items_Pricing.csv > OPT-11 (RecommendedPrice),LOW,Alternate scenario if illuminated signage is selected; LED backlighting or halo illumination; illumination decision TBD; electrical connection cost included in unit rate; incremental electrical circuit cost excluded (owned by DEL-02-06),EST_DEL-05-05_2026-02-18_1800
DEL-05-06::L-0506-01,DEL-05-06,PKG-005,L-0506-01,CBS-EQP,PKG-005,DEL-05-06,Refrigerator with freezer (commercial residential; per unit),2,each,1500,3000,CAD,QUOTE,Optional_Items_Pricing.csv OPT-12 (RecommendedPrice),MEDIUM,2 units required per OSR S12.6; retail pricing treated as quote-equivalent per DEC-EST-001,EST_DEL-05-06_2026-02-18_1900
DEL-05-06::L-0506-02,DEL-05-06,PKG-005,L-0506-02,CBS-EQP,PKG-005,DEL-05-06,Microwave (commercial; per unit),2,each,450,900,CAD,QUOTE,Optional_Items_Pricing.csv OPT-13 (RecommendedPrice),MEDIUM,2 units required per OSR S12.6; retail pricing treated as quote-equivalent per DEC-EST-001,EST_DEL-05-06_2026-02-18_1900
DEL-05-06::L-0506-03,DEL-05-06,PKG-005,L-0506-03,CBS-EQP,PKG-005,DEL-05-06,Stove/oven with range hood (residential),1,each,3500,3500,CAD,QUOTE,Optional_Items_Pricing.csv OPT-14 (RecommendedPrice),MEDIUM,1 unit; electric or gas range with range hood and exhaust,EST_DEL-05-06_2026-02-18_1900
DEL-05-06::L-0506-04,DEL-05-06,PKG-005,L-0506-04,CBS-EQP,PKG-005,DEL-05-06,Dishwasher (commercial residential),1,each,1100,1100,CAD,QUOTE,Optional_Items_Pricing.csv OPT-15 (RecommendedPrice),MEDIUM,1 unit; standard built-in,EST_DEL-05-06_2026-02-18_1900
DEL-05-06::L-0506-05,DEL-05-06,PKG-005,L-0506-05,CBS-EQP,PKG-005,DEL-05-06,Residential laundry set (washer + dryer; per set),2,set,2800,5600,CAD,QUOTE,Optional_Items_Pricing.csv OPT-16 (RecommendedPrice),MEDIUM,2 sets required per OSR S12.6; front-load washer + dryer,EST_DEL-05-06_2026-02-18_1900
DEL-05-06::L-0506-06,DEL-05-06,PKG-005,L-0506-06,CBS-INST,PKG-005,DEL-05-06,Appliance installation and connection (all units),1,LS,4500,4500,CAD,QUOTE,Optional_Items_Pricing.csv OPT-17 (RecommendedPrice),MEDIUM,Plumbing connections; electrical connections; venting; testing for all appliances,EST_DEL-05-06_2026-02-18_1900
DEL-05-07::L-0507-001,DEL-05-07,PKG-005,L-0507-001,FF&E,PKG-005,DEL-05-07_Optional-FFandE-Allowance,FF&E cash allowance (furniture fixtures and equipment) - fixed per DEC-005,1,LS,20000,20000,CAD,ALLOWANCE,_PriceSources/Optional_Items_Pricing.csv row OPT-18; DEC-005,HIGH,Fixed $20k cash allowance. DB allocates: Meeting/Training $8k; Lunchroom $6k; Reception $3k; Misc $3k. Excludes connected appliances (DEL-05-06 scope).,EST_DEL-05-07_2026-02-18_2200
